Marque,Modèle,Année,Type de carburant,Puissance fiscale,Kilométrage,Nombre de portes,Première main,État,Boîte à vitesses,Origine,Prix
Volkswagen,Golf 7,2019,Diesel,8 CV,0 - 4 999,5,Non,Très bon,Automatique,WW au Maroc,189 000 DH
Skoda,Karoq,2021,Diesel,8 CV,150 000 - 159 999,5,Oui,Excellent,Automatique,Dédouanée,286 000 DH
Peugeot,206,2013,Diesel,6 CV,200 000 - 249 999,,,Excellent,Manuelle,WW au Maroc,72 000 DH
Peugeot,308,2013,Diesel,6 CV,190 000 - 199 999,5,Non,Excellent,Manuelle,WW au Maroc,91 000 DH
BMW,Série 1,2021,Diesel,8 CV,40 000 - 44 999,5,Oui,Excellent,Automatique,WW au Maroc,320 000 DH
Ford,Focus,2017,Diesel,6 CV,130 000 - 139 999,,,Excellent,Manuelle,,
Toyota,Hilux,2020,Diesel,10 CV,130 000 - 139 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Dacia,Sandero,2024,Diesel,6 CV,0 - 4 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Dacia,Logan,2011,Diesel,6 CV,140 000 - 149 999,5,Non,Excellent,Manuelle,WW au Maroc,70 000 DH
Ford,Focus,2016,Diesel,6 CV,160 000 - 169 999,5,Non,Très bon,Manuelle,WW au Maroc,144 000 DH
Ford,Fusion,2016,Diesel,8 CV,110 000 - 119 999,5,Non,Excellent,Automatique,WW au Maroc,
Audi,A3,2012,Essence,8 CV,160 000 - 169 999,,,Excellent,Manuelle,,
Volkswagen,Touran,2016,Diesel,8 CV,250 000 - 299 999,5,Non,Excellent,Automatique,Dédouanée,
BMW,Série 5,2018,Diesel,8 CV,150 000 - 159 999,5,Oui,Excellent,Automatique,WW au Maroc,
Audi,Q5,2021,Diesel,8 CV,70 000 - 74 999,5,Oui,Neuf,Automatique,Importée neuve,
Opel,Corsa,2024,Diesel,6 CV,0 - 4 999,,,Excellent,Manuelle,,175 000 DH
Dacia,Duster,2018,Diesel,6 CV,180 000 - 189 999,5,Non,Très bon,Automatique,WW au Maroc,
Mitsubishi,Pajero Sport,2023,Diesel,10 CV,40 000 - 44 999,5,Oui,Excellent,Automatique,WW au Maroc,
Audi,A5,2022,Diesel,9 CV,40 000 - 44 999,5,Oui,Excellent,Automatique,WW au Maroc,
Renault,Clio,1990,Essence,7 CV,250 000 - 299 999,5,Non,Bon,Manuelle,Dédouanée,27 000 DH
Audi,A6,2021,Diesel,8 CV,90 000 - 94 999,5,Oui,Excellent,Automatique,WW au Maroc,420 000 DH
Volkswagen,T-Roc,2022,Diesel,8 CV,30 000 - 34 999,,Oui,Excellent,Automatique,WW au Maroc,
Peugeot,3008,2021,Diesel,8 CV,90 000 - 94 999,5,Oui,Très bon,Automatique,WW au Maroc,
Kia,Picanto,2021,Essence,5 CV,85 000 - 89 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Fiat,Fiorino,2021,Diesel,6 CV,130 000 - 139 999,5,Non,Très bon,Manuelle,WW au Maroc,
Skoda,Superb,2019,Diesel,8 CV,140 000 - 149 999,5,Non,Très bon,Automatique,WW au Maroc,
Mercedes-Benz,Classe GLE,2020,Diesel,8 CV,70 000 - 74 999,5,Oui,Très bon,Automatique,WW au Maroc,579 000 DH
Dacia,Logan,2017,Diesel,6 CV,130 000 - 139 999,,,Excellent,Manuelle,WW au Maroc,104 000 DH
Porsche,Cayenne,2015,Hybride,Plus de 41 CV,200 000 - 249 999,,,Très bon,Automatique,Pas encore dédouanée,
Citroen,C3,2019,Diesel,6 CV,45 000 - 49 999,5,Oui,Excellent,Manuelle,WW au Maroc,175 000 DH
Jeep,Grand Cherokee,2019,Diesel,12 CV,150 000 - 159 999,3,,Excellent,Automatique,WW au Maroc,
Dacia,Lodgy,2019,Diesel,6 CV,100 000 - 109 999,5,Non,Excellent,Manuelle,WW au Maroc,110 000 DH
Audi,Q5,2018,Diesel,8 CV,90 000 - 94 999,5,Oui,Pour Pièces,Manuelle,Dédouanée,370 000 DH
Skoda,Octavia,2010,Diesel,8 CV,250 000 - 299 999,5,Non,Bon,Manuelle,WW au Maroc,82 000 DH
Volkswagen,Tiguan,2011,Diesel,6 CV,250 000 - 299 999,5,Oui,Neuf,Manuelle,Dédouanée,173 000 DH
Renault,Clio,2021,Diesel,6 CV,70 000 - 74 999,5,Oui,Très bon,Automatique,WW au Maroc,129 000 DH
Renault,Laguna,2009,Diesel,8 CV,25 000 - 29 999,5,Oui,Très bon,Manuelle,WW au Maroc,65 000 DH
Porsche,Cayenne,2013,Diesel,12 CV,140 000 - 149 999,,,Excellent,Automatique,Importée neuve,
Volkswagen,Golf 5,2005,Diesel,6 CV,0 - 4 999,5,Non,Très bon,Manuelle,,75 000 DH
Renault,Kangoo,2003,Diesel,7 CV,250 000 - 299 999,5,Non,Excellent,Manuelle,Dédouanée,45 000 DH
Land Rover,Range Rover Sport,2013,Diesel,12 CV,120 000 - 129 999,5,Non,Très bon,Automatique,Importée neuve,285 000 DH
Jeep,Grand Cherokee,2016,Diesel,12 CV,110 000 - 119 999,5,Non,Très bon,Automatique,WW au Maroc,156 000 DH
Ford,Fiesta,2018,Diesel,6 CV,120 000 - 129 999,5,Non,Excellent,Manuelle,WW au Maroc,120 000 DH
Skoda,Octavia,2023,Diesel,8 CV,10 000 - 14 999,5,Oui,Bon,Automatique,WW au Maroc,345 000 DH
Volkswagen,Touareg,2019,Diesel,12 CV,100 000 - 109 999,5,Oui,Excellent,Automatique,Dédouanée,265 000 DH
Fiat,500,2020,Essence,8 CV,60 000 - 64 999,3,Oui,Excellent,Automatique,WW au Maroc,
Fiat,Doblo,2017,Diesel,5 CV,130 000 - 139 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Volkswagen,Coccinelle,2018,Diesel,8 CV,80 000 - 84 999,5,Oui,Excellent,Automatique,WW au Maroc,
Volkswagen,Golf 7,2018,Diesel,8 CV,140 000 - 149 999,5,Oui,Excellent,Automatique,Dédouanée,
Volkswagen,Touran,2012,Diesel,6 CV,200 000 - 249 999,5,,Très bon,Manuelle,Dédouanée,160 000 DH
Audi,A6,2016,Diesel,8 CV,140 000 - 149 999,5,Non,Très bon,Automatique,WW au Maroc,230 000 DH
Renault,Laguna,2009,Diesel,8 CV,25 000 - 29 999,5,Oui,Très bon,Manuelle,WW au Maroc,65 000 DH
Jaguar,XF,2011,Diesel,12 CV,180 000 - 189 999,5,Oui,Très bon,Automatique,WW au Maroc,
BMW,X1,2016,Diesel,8 CV,130 000 - 139 999,5,Oui,Excellent,Automatique,WW au Maroc,215 000 DH
Peugeot,208,2023,Diesel,6 CV,35 000 - 39 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Volkswagen,Touareg,2010,Diesel,12 CV,200 000 - 249 999,5,Non,Neuf,Automatique,WW au Maroc,100 000 DH
BMW,X4,2019,Diesel,8 CV,110 000 - 119 999,5,Oui,Excellent,Automatique,Importée neuve,
Hyundai,Santa Fe,2008,Diesel,9 CV,250 000 - 299 999,5,Non,Bon,Manuelle,WW au Maroc,65 000 DH
BMW,Série 4,2024,Diesel,8 CV,5 000 - 9 999,3,Oui,Excellent,Automatique,WW au Maroc,
Dacia,Sandero,2020,Diesel,6 CV,80 000 - 84 999,5,Oui,Très bon,Manuelle,WW au Maroc,
Ford,Fiesta,2016,Essence,7 CV,160 000 - 169 999,5,Non,Excellent,Manuelle,WW au Maroc,87 000 DH
Peugeot,308,2020,Diesel,6 CV,90 000 - 94 999,5,Oui,Très bon,Manuelle,WW au Maroc,
Citroen,C-Elysée,2022,Diesel,6 CV,60 000 - 64 999,5,Oui,Excellent,Manuelle,WW au Maroc,135 000 DH
Mercedes-Benz,Classe E,2019,Diesel,9 CV,150 000 - 159 999,5,Oui,Excellent,Automatique,WW au Maroc,
Alfa Romeo,Giulia,2020,Diesel,8 CV,90 000 - 94 999,5,,Excellent,Automatique,WW au Maroc,
Hyundai,Elantra,2016,Diesel,6 CV,190 000 - 199 999,5,Non,Excellent,Automatique,WW au Maroc,
Mercedes-Benz,Classe GLC,2018,Diesel,9 CV,110 000 - 119 999,5,Non,Excellent,Automatique,Dédouanée,
Nissan,Juke,2024,Essence,6 CV,0 - 4 999,5,Oui,Excellent,Automatique,WW au Maroc,
Peugeot,308,2009,Diesel,6 CV,300 000 - 349 999,5,Non,Bon,Manuelle,WW au Maroc,
Ford,Focus,2015,Diesel,6 CV,170 000 - 179 999,,,,Manuelle,,
Volkswagen,Caddy,2019,Diesel,7 CV,20 000 - 24 999,3,Oui,Bon,Manuelle,WW au Maroc,143 000 DH
Opel,Corsa,2016,Essence,8 CV,200 000 - 249 999,5,Non,Très bon,Manuelle,WW au Maroc,80 000 DH
Toyota,Corolla,2011,Diesel,5 CV,250 000 - 299 999,5,Non,Excellent,Manuelle,WW au Maroc,102 000 DH
BMW,Série 3,2016,Diesel,8 CV,65 000 - 69 999,5,Oui,Très bon,Automatique,WW au Maroc,230 000 DH
Ssangyong,Stavic,2016,Diesel,8 CV,450 000 - 499 999,,,Très bon,Manuelle,,72 000 DH
Mercedes-Benz,220,2022,Diesel,8 CV,30 000 - 34 999,5,Oui,Excellent,Automatique,WW au Maroc,437 000 DH
BMW,X6,2020,Diesel,17 CV,95 000 - 99 999,5,Oui,Excellent,Automatique,Importée neuve,650 000 DH
Volkswagen,Tiguan,2015,Diesel,8 CV,170 000 - 179 999,5,Oui,Très bon,Manuelle,WW au Maroc,200 000 DH
Renault,Clio,2006,Essence,8 CV,200 000 - 249 999,,Oui,Excellent,Manuelle,WW au Maroc,46 000 DH
Volkswagen,Passat,2004,Diesel,8 CV,300 000 - 349 999,5,Non,Bon,Manuelle,Dédouanée,68 000 DH
Renault,Megane,2003,Diesel,7 CV,250 000 - 299 999,5,,Bon,Manuelle,,
BMW,Série 4,2014,Diesel,8 CV,170 000 - 179 999,3,Non,Très bon,Automatique,WW au Maroc,220 000 DH
Mercedes-Benz,250,1990,Diesel,10 CV,450 000 - 499 999,5,Non,Bon,Manuelle,Dédouanée,47 000 DH
Seat,Ibiza,2005,Diesel,9 CV,250 000 - 299 999,5,Non,Très bon,Manuelle,WW au Maroc,52 000 DH
Hyundai,Accent,2023,Diesel,6 CV,40 000 - 44 999,5,Oui,Excellent,Automatique,WW au Maroc,198 000 DH
Dacia,Logan,2021,Diesel,6 CV,110 000 - 119 999,,Oui,Excellent,Manuelle,WW au Maroc,
Bentley,Bentayga,2017,Essence,34 CV,50 000 - 54 999,5,Oui,Excellent,Automatique,WW au Maroc,
Volkswagen,Touareg,2017,Diesel,12 CV,150 000 - 159 999,5,Non,Très bon,Automatique,WW au Maroc,177 000 DH
Dacia,Duster,2020,Diesel,6 CV,70 000 - 74 999,5,Oui,Excellent,Manuelle,Importée neuve,165 000 DH
Mercedes-Benz,250,1988,Diesel,8 CV,5 000 - 9 999,,,Excellent,Manuelle,,32 000 DH
Citroen,Xsara,2001,Diesel,9 CV,190 000 - 199 999,5,,,Manuelle,,43 000 DH
Volkswagen,Polo,2016,Diesel,6 CV,190 000 - 199 999,5,Non,Très bon,Manuelle,WW au Maroc,115 000 DH
Toyota,Corolla,2004,Diesel,8 CV,200 000 - 249 999,5,Non,Très bon,Manuelle,Dédouanée,
Opel,Crossland,2022,Diesel,6 CV,40 000 - 44 999,5,Oui,Excellent,Manuelle,WW au Maroc,195 000 DH
Suzuki,Grand Vitara,2005,Diesel,8 CV,250 000 - 299 999,5,Non,Très bon,Manuelle,WW au Maroc,63 000 DH
Renault,Clio,2021,Diesel,6 CV,100 000 - 109 999,5,Oui,Neuf,Manuelle,WW au Maroc,
Volkswagen,Polo,2000,Diesel,8 CV,200 000 - 249 999,5,Oui,Bon,Manuelle,WW au Maroc,17 000 DH
Renault,Megane,2019,Diesel,6 CV,140 000 - 149 999,5,Oui,Très bon,Manuelle,WW au Maroc,159 000 DH
Volkswagen,Golf 6,2013,Diesel,8 CV,10 000 - 14 999,3,Non,Excellent,Manuelle,Dédouanée,
Kia,Sportage,2023,Diesel,7 CV,50 000 - 54 999,5,Oui,Très bon,Automatique,WW au Maroc,
Fiat,Ducato,2020,Diesel,9 CV,50 000 - 54 999,3,Oui,Bon,Manuelle,WW au Maroc,205 000 DH
Mercedes-Benz,220,2005,Diesel,9 CV,20 000 - 24 999,5,Oui,Excellent,Automatique,Dédouanée,132 000 DH
Audi,Q5,2012,Diesel,8 CV,25 000 - 29 999,5,Non,Très bon,Automatique,WW au Maroc,170 000 DH
Land Rover,Range Rover Sport,2020,Diesel,12 CV,120 000 - 129 999,5,Oui,Excellent,Automatique,WW au Maroc,425 000 DH
Dacia,Dokker,2021,Diesel,6 CV,150 000 - 159 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Volkswagen,Golf 8,2020,Diesel,8 CV,75 000 - 79 999,5,Oui,Excellent,Manuelle,Dédouanée,265 000 DH
Volkswagen,Touareg,2019,Diesel,12 CV,100 000 - 109 999,5,Oui,Excellent,Automatique,WW au Maroc,229 000 DH
Renault,Kangoo,2010,Diesel,7 CV,200 000 - 249 999,5,Non,Très bon,Manuelle,WW au Maroc,780 000 DH
Chevrolet,Spark,2008,Essence,6 CV,250 000 - 299 999,5,Non,Bon,Manuelle,,30 000 DH
Jeep,Renegade,2021,Diesel,6 CV,100 000 - 109 999,5,Oui,Neuf,Automatique,WW au Maroc,
Honda,Accord,2009,Diesel,9 CV,250 000 - 299 999,,,Très bon,Automatique,,105 000 DH
Fiat,500,2023,Essence,6 CV,55 000 - 59 999,5,Oui,Neuf,Automatique,WW au Maroc,
Mercedes-Benz,Classe C,2017,Essence,9 CV,120 000 - 129 999,3,Non,Très bon,Automatique,Dédouanée,
Mercedes-Benz,190,1991,Diesel,8 CV,200 000 - 249 999,5,Non,Bon,Manuelle,Dédouanée,43 000 DH
BMW,X5,2016,Diesel,8 CV,150 000 - 159 999,5,Non,Très bon,Automatique,WW au Maroc,255 000 DH
Ford,Ka,1998,Essence,7 CV,5 000 - 9 999,3,,Bon,Manuelle,,23 000 DH
Maserati,Levante,2017,Essence,17 CV,50 000 - 54 999,5,Oui,Excellent,Automatique,WW au Maroc,
Renault,Megane,2022,Diesel,6 CV,90 000 - 94 999,5,Oui,Excellent,Automatique,WW au Maroc,
Mercedes-Benz,Classe GLC,2025,Diesel,8 CV,0 - 4 999,,Oui,Neuf,Automatique,Importée neuve,
Dacia,Dokker,2012,Diesel,6 CV,200 000 - 249 999,,,Excellent,Manuelle,Importée neuve,102 000 DH
Alfa Romeo,Stelvio,2022,Essence,17 CV,60 000 - 64 999,5,Oui,Excellent,Automatique,WW au Maroc,660 000 DH
BMW,X4,2019,Diesel,12 CV,110 000 - 119 999,5,,Très bon,Automatique,Importée neuve,470 000 DH
Hyundai,Tucson,2021,Diesel,6 CV,160 000 - 169 999,5,Oui,Excellent,Automatique,WW au Maroc,
Ford,Ecosport,2020,Diesel,6 CV,90 000 - 94 999,5,Oui,Excellent,Manuelle,,
Dacia,Dokker,2021,Diesel,6 CV,100 000 - 109 999,3,Oui,Excellent,Manuelle,WW au Maroc,150 000 DH
Opel,Astra,2013,Diesel,7 CV,200 000 - 249 999,5,Oui,Excellent,Manuelle,WW au Maroc,95 000 DH
Mercedes-Benz,220,2007,Diesel,Plus de 41 CV,200 000 - 249 999,5,Non,Excellent,Automatique,Dédouanée,185 000 DH
Mercedes-Benz,Classe SL,1989,Essence,23 CV,35 000 - 39 999,3,Non,Très bon,Automatique,Dédouanée,
Citroen,C3,2020,Diesel,6 CV,140 000 - 149 999,5,Non,Très bon,Manuelle,WW au Maroc,
Mercedes-Benz,Classe E,2022,Hybride,8 CV,60 000 - 64 999,5,Oui,Excellent,Automatique,Importée neuve,
Skoda,Yeti,2016,Diesel,8 CV,90 000 - 94 999,5,Oui,Excellent,Manuelle,WW au Maroc,165 000 DH
Volkswagen,Golf 8,2024,Diesel,9 CV,45 000 - 49 999,5,Oui,Neuf,Automatique,WW au Maroc,335 000 DH
Mercedes-Benz,Classe GLC,2019,Essence,27 CV,80 000 - 84 999,5,Oui,Excellent,Automatique,Importée neuve,
Renault,Express,2023,Diesel,6 CV,25 000 - 29 999,5,,Excellent,Manuelle,WW au Maroc,158 000 DH
Mercedes-Benz,Classe C,2008,Diesel,9 CV,300 000 - 349 999,5,Non,Excellent,Manuelle,Importée neuve,128 000 DH
Jeep,Renegade,2018,Diesel,6 CV,140 000 - 149 999,5,Non,Excellent,Automatique,WW au Maroc,153 000 DH
Volkswagen,Caddy,2013,Diesel,6 CV,170 000 - 179 999,,Oui,Excellent,Manuelle,,156 000 DH
Volkswagen,Touareg,2017,Diesel,12 CV,200 000 - 249 999,5,Oui,Excellent,Automatique,WW au Maroc,
Hyundai,Accent,2022,Diesel,6 CV,80 000 - 84 999,5,Oui,Excellent,Automatique,WW au Maroc,158 000 DH
Citroen,C3,2022,Diesel,6 CV,45 000 - 49 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Hyundai,Accent,2017,Diesel,6 CV,140 000 - 149 999,5,Non,Excellent,Manuelle,WW au Maroc,
Fiat,Tipo,2022,Diesel,6 CV,55 000 - 59 999,5,Non,Très bon,Manuelle,WW au Maroc,
Ford,Fusion,2016,Diesel,8 CV,110 000 - 119 999,5,Non,Excellent,Automatique,WW au Maroc,152 000 DH
Opel,Adam,2017,Essence,6 CV,140 000 - 149 999,3,Non,Excellent,Manuelle,Importée neuve,90 000 DH
Ford,Focus,2017,Diesel,6 CV,100 000 - 109 999,5,Oui,Très bon,Manuelle,WW au Maroc,155 000 DH
Renault,Megane,2018,Diesel,6 CV,50 000 - 54 999,5,Oui,Excellent,Manuelle,WW au Maroc,1 650 000 DH
Mitsubishi,Colt,2011,Essence,6 CV,100 000 - 109 999,5,,Très bon,Manuelle,WW au Maroc,59 000 DH
Hyundai,Elantra,2001,Essence,9 CV,5 000 - 9 999,5,Non,Bon,Manuelle,WW au Maroc,30 000 DH
Peugeot,Boxer,2020,Diesel,9 CV,30 000 - 34 999,3,Oui,Excellent,Manuelle,WW au Maroc,
Opel,Corsa,2003,Essence,5 CV,200 000 - 249 999,,,,Manuelle,,43 000 DH
Mercedes-Benz,Classe E,2008,Diesel,12 CV,200 000 - 249 999,5,Oui,Neuf,Automatique,WW au Maroc,85 000 DH
DFSK,Glory 580,2021,Essence,9 CV,50 000 - 54 999,3,Oui,Excellent,Automatique,WW au Maroc,135 000 DH
Volkswagen,Golf 8,2022,Diesel,8 CV,100 000 - 109 999,5,Non,Excellent,Automatique,WW au Maroc,305 000 DH
Dacia,Sandero,2024,Diesel,6 CV,30 000 - 34 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Volvo,S60,2015,Diesel,8 CV,200 000 - 249 999,,Non,Très bon,Automatique,WW au Maroc,132 000 DH
Hyundai,Tucson,2020,Diesel,6 CV,150 000 - 159 999,5,Oui,Excellent,Automatique,WW au Maroc,230 000 DH
Volkswagen,Touran,2020,Diesel,8 CV,200 000 - 249 999,5,Oui,Très bon,Manuelle,Dédouanée,246 000 DH
Ford,Fiesta,2016,Diesel,6 CV,120 000 - 129 999,5,Oui,Excellent,Manuelle,,105 000 DH
Peugeot,208,2018,Diesel,6 CV,70 000 - 74 999,5,Oui,Excellent,Manuelle,WW au Maroc,138 000 DH
Renault,Clio,2019,Diesel,6 CV,0 - 4 999,,,Très bon,Manuelle,,
Alfa Romeo,Mito,2015,Diesel,7 CV,100 000 - 109 999,5,Non,Excellent,Manuelle,Importée neuve,123 000 DH
BMW,Série 4,2017,Diesel,12 CV,75 000 - 79 999,,,Très bon,Automatique,Dédouanée,
Volvo,XC60,2014,Diesel,8 CV,0 - 4 999,5,,Endommagé,Automatique,WW au Maroc,
Smart,ForTwo,2009,Essence,4 CV,120 000 - 129 999,3,Oui,Excellent,Automatique,Dédouanée,70 000 DH
Citroen,Berlingo,2018,Diesel,6 CV,250 000 - 299 999,5,Non,Excellent,Manuelle,WW au Maroc,122 000 DH
Volkswagen,Jetta,2018,Diesel,8 CV,300 000 - 349 999,5,Oui,Bon,Automatique,WW au Maroc,140 000 DH
Dacia,Duster,2021,Diesel,6 CV,95 000 - 99 999,5,Oui,Excellent,Manuelle,WW au Maroc,155 000 DH
Kia,Picanto,2020,Essence,6 CV,50 000 - 54 999,5,Non,Très bon,Manuelle,WW au Maroc,115 000 DH
Land Rover,Range Rover Velar,2018,Diesel,12 CV,120 000 - 129 999,5,Non,Neuf,Automatique,WW au Maroc,
Hyundai,i30,2020,Diesel,6 CV,70 000 - 74 999,5,Non,Très bon,Manuelle,WW au Maroc,180 000 DH
Mercedes-Benz,Classe C,2017,Diesel,6 CV,160 000 - 169 999,5,Non,Excellent,Automatique,Dédouanée,265 000 DH
Volkswagen,Golf 5,2008,Diesel,8 CV,300 000 - 349 999,5,Non,Excellent,Manuelle,Dédouanée,90 000 DH
Volkswagen,Touareg,2017,Diesel,12 CV,190 000 - 199 999,5,Oui,Excellent,Automatique,WW au Maroc,187 000 DH
BMW,Série 4,2025,Essence,17 CV,0 - 4 999,3,Oui,Neuf,Automatique,Importée neuve,
Renault,Megane,2004,Essence,8 CV,200 000 - 249 999,5,Non,Très bon,Manuelle,WW au Maroc,39 000 DH
Mercedes-Benz,Classe C,2019,Diesel,8 CV,140 000 - 149 999,5,Non,Excellent,Automatique,Dédouanée,415 000 DH
Dacia,Sandero,2014,Diesel,6 CV,130 000 - 139 999,,Non,Excellent,Manuelle,WW au Maroc,
Lancia,Ypsilon,2015,Essence,7 CV,60 000 - 64 999,5,Oui,Très bon,Manuelle,WW au Maroc,70 000 DH
Hyundai,Tucson,2023,Diesel,6 CV,0 - 4 999,5,Oui,Excellent,Automatique,WW au Maroc,335 000 DH
Land Rover,Range Rover Evoque,2013,Diesel,9 CV,200 000 - 249 999,5,Oui,Très bon,Automatique,WW au Maroc,240 000 DH
Hyundai,Santa Fe,2020,Diesel,9 CV,110 000 - 119 999,5,Oui,Excellent,Automatique,WW au Maroc,280 000 DH
Opel,Astra,2020,Diesel,6 CV,100 000 - 109 999,,,Excellent,Automatique,WW au Maroc,175 000 DH
Volkswagen,Passat,2015,Diesel,6 CV,180 000 - 189 999,5,Oui,Neuf,Automatique,Dédouanée,150 000 DH
Chevrolet,Aveo,2006,Essence,8 CV,200 000 - 249 999,,Non,Excellent,Manuelle,WW au Maroc,40 000 DH
Volkswagen,Tiguan,2021,Diesel,8 CV,15 000 - 19 999,,,,Automatique,Dédouanée,
Dacia,Duster,2022,Diesel,6 CV,85 000 - 89 999,5,Oui,Excellent,Automatique,WW au Maroc,199 000 DH
Skoda,Octavia,2020,Diesel,8 CV,85 000 - 89 999,5,Oui,Excellent,Automatique,WW au Maroc,233 000 DH
Volkswagen,Golf 8,2023,Diesel,8 CV,35 000 - 39 999,5,Oui,Excellent,Automatique,WW au Maroc,335 000 DH
Dacia,Dokker,2014,Diesel,6 CV,150 000 - 159 999,5,,Très bon,Manuelle,WW au Maroc,120 000 DH
Audi,TT,2025,Essence,11 CV,0 - 4 999,,,,Automatique,,
Audi,Q8,2019,Diesel,14 CV,130 000 - 139 999,5,Oui,Excellent,Automatique,Importée neuve,750 000 DH
Jeep,Wrangler,2017,Diesel,6 CV,5 000 - 9 999,5,Non,Bon,Automatique,WW au Maroc,153 000 DH
Peugeot,206,2004,Diesel,7 CV,0 - 4 999,5,Non,Excellent,Manuelle,WW au Maroc,55 000 DH
Dacia,Sandero,2022,Diesel,6 CV,35 000 - 39 999,3,Oui,Très bon,Manuelle,WW au Maroc,133 000 DH
Hyundai,Tucson,2023,Electrique,6 CV,30 000 - 34 999,5,Non,Excellent,Automatique,,
Fiat,Palio,1999,Essence,6 CV,150 000 - 159 999,5,Non,Très bon,Manuelle,WW au Maroc,
Mercedes-Benz,Classe A,2019,Diesel,8 CV,85 000 - 89 999,5,Non,Excellent,Automatique,Dédouanée,359 999 DH
Hyundai,Tucson,2021,Diesel,6 CV,95 000 - 99 999,5,Oui,Excellent,Automatique,WW au Maroc,
Nissan,Juke,2019,Diesel,7 CV,130 000 - 139 999,3,Non,Excellent,Manuelle,WW au Maroc,138 000 DH
Audi,Q5,2016,Diesel,8 CV,140 000 - 149 999,5,Non,Bon,Automatique,WW au Maroc,240 000 DH
Volkswagen,Touareg,2017,Diesel,12 CV,180 000 - 189 999,5,Oui,Très bon,Automatique,WW au Maroc,
Mercedes-Benz,Classe E,2021,Diesel,9 CV,30 000 - 34 999,5,Oui,Excellent,Automatique,Importée neuve,640 000 DH
Renault,Express,2021,Diesel,6 CV,75 000 - 79 999,5,Oui,Excellent,Manuelle,WW au Maroc,143 000 DH
Volkswagen,Passat,2012,Diesel,6 CV,200 000 - 249 999,3,,Très bon,Manuelle,Dédouanée,127 000 DH
Toyota,C-HR,2022,Hybride,10 CV,55 000 - 59 999,,,,Automatique,,259 000 DH
Audi,A6,2018,Diesel,8 CV,90 000 - 94 999,5,Oui,Excellent,Automatique,WW au Maroc,265 000 DH
Ford,Kuga,2015,Diesel,8 CV,250 000 - 299 999,5,Oui,Excellent,Manuelle,WW au Maroc,148 000 DH
Peugeot,508,2013,Diesel,8 CV,200 000 - 249 999,5,Non,Excellent,Manuelle,WW au Maroc,90 000 DH
Renault,Clio,2008,Diesel,6 CV,200 000 - 249 999,,Non,Très bon,Manuelle,WW au Maroc,
Renault,Clio,2023,Diesel,6 CV,35 000 - 39 999,5,Oui,Excellent,Manuelle,WW au Maroc,190 000 DH
Dacia,Logan,2007,Diesel,6 CV,190 000 - 199 999,5,Oui,Très bon,Manuelle,WW au Maroc,
Kia,Picanto,2024,Essence,6 CV,5 000 - 9 999,5,,Très bon,Automatique,WW au Maroc,147 000 DH
Fiat,Fiorino,2019,Diesel,5 CV,130 000 - 139 999,3,Non,Très bon,Manuelle,WW au Maroc,88 000 DH
Opel,Astra,2024,Diesel,6 CV,5 000 - 9 999,5,Oui,Excellent,Automatique,WW au Maroc,268 000 DH
Fiat,Panda,2018,Essence,4 CV,100 000 - 109 999,5,Oui,Bon,Manuelle,WW au Maroc,84 000 DH
Volkswagen,Golf 7,2016,Diesel,8 CV,160 000 - 169 999,5,Oui,Très bon,Automatique,Importée neuve,
Dacia,Sandero,2021,Diesel,6 CV,65 000 - 69 999,5,Non,Excellent,Manuelle,WW au Maroc,143 000 DH
Porsche,Cayenne,2021,Hybride,17 CV,60 000 - 64 999,5,Oui,Neuf,Automatique,Importée neuve,940 000 DH
Opel,Astra,2012,Diesel,7 CV,170 000 - 179 999,5,Oui,Très bon,Manuelle,WW au Maroc,110 000 DH
Volkswagen,Caddy,2021,Diesel,8 CV,120 000 - 129 999,5,Oui,Excellent,Manuelle,WW au Maroc,163 000 DH
Mercedes-Benz,Classe GLC,2019,Diesel,8 CV,110 000 - 119 999,5,Non,Excellent,Automatique,Importée neuve,595 000 DH
Dacia,Duster,2021,Diesel,6 CV,120 000 - 129 999,5,Oui,Très bon,Automatique,WW au Maroc,192 998 DH
Audi,A4,2017,Diesel,8 CV,120 000 - 129 999,5,Oui,Excellent,Automatique,WW au Maroc,
Fiat,Doblo,2017,Diesel,5 CV,120 000 - 129 999,5,Non,Très bon,Manuelle,WW au Maroc,
Mercedes-Benz,Classe GLE,2016,Diesel,12 CV,160 000 - 169 999,5,Non,Excellent,Automatique,Importée neuve,
Mitsubishi,Pajero,2010,Diesel,12 CV,300 000 - 349 999,5,Non,Très bon,Automatique,,
Volkswagen,T-Roc,2020,Essence,8 CV,15 000 - 19 999,3,Oui,Excellent,Automatique,Importée neuve,
Kia,Sportage,2024,Diesel,6 CV,55 000 - 59 999,5,Oui,Très bon,Automatique,WW au Maroc,
Mercedes-Benz,Classe A,2012,Diesel,8 CV,250 000 - 299 999,5,Oui,Excellent,Manuelle,WW au Maroc,95 000 DH
